text,font_size,bold,italic,y_position,page_number,label,lang
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.81,1,1,660.35,30,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.6,0,0,372.35,30,Other,fr
This is an example sentence in English about a certain topic.,10.41,1,0,791.25,7,Other,en
2.6 Subsección,16.55,1,1,161.53,32,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.18,1,1,137.58,33,Other,de
5. Hauptabschnitt,16.81,1,1,123.9,30,H1,de
17.6 Subsección,15.28,0,1,569.37,1,H2,es
5. मुख्य अनुभाग,17.84,1,0,374.45,8,H1,hi
19.5.1 Section imbriquée,12,0,0,788.43,16,H3,fr
5.7 Subsección,15.05,1,1,267.67,38,H2,es
Esta es una frase de ejemplo en español sobre un tema determinado.,10.51,0,0,698.7,25,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.16,1,1,684.62,34,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.63,0,1,131.08,18,Other,fr
10. Hauptabschnitt,19.62,1,1,722.36,4,H1,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.15,0,0,540.97,29,Other,hi
15. Major Section,19.38,1,0,492.22,0,H1,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.73,0,0,484.82,31,Other,de
This is an example sentence in English about a certain topic.,11.19,0,0,589.75,16,Other,en
1.12.8 Sección anidada,15.26,0,0,112.17,32,H3,es
13.13 Subsection,14.96,1,1,711.35,31,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.98,0,1,210.19,34,Other,es
This is an example sentence in English about a certain topic.,13.01,1,0,114.95,6,Other,en
18.2 Subsection,14.87,0,0,269.31,32,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.34,0,1,377.75,34,Other,de
Capítulo 3: Introducción a algo,25.55,1,0,141.35,34,Title,es
15. Section principale,17.94,1,0,231.88,38,H1,fr
9.11 Subsección,17.42,0,0,606.86,34,H2,es
17.8.10 Sección anidada,13.32,0,0,485.61,17,H3,es
20.13 Subsección,15.47,1,1,276.85,13,H2,es
1.1 Unterabschnitt,14.67,1,1,242.74,6,H2,de
14.13.10 Verschachtelter Abschnitt,15.66,1,0,195.42,8,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.69,1,0,657.07,2,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.06,1,1,431.25,15,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.38,1,1,412.54,37,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.24,0,1,254.99,12,Other,hi
12. Section principale,19.55,1,0,603.91,17,H1,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.04,0,0,665.85,28,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.46,0,0,423.48,18,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.02,1,0,161.06,1,Other,hi
5.5.5 Verschachtelter Abschnitt,13.82,1,0,538.9,20,H3,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.19,0,0,86.78,9,Other,de
19.6.9 नेस्टेड अनुभाग,15.84,0,0,661.12,4,H3,hi
19.5 Subsection,16.48,1,0,363.01,17,H2,en
4.11 Subsección,17.19,1,0,459.74,30,H2,es
This is an example sentence in English about a certain topic.,12.73,0,1,267.82,2,Other,en
17.7 Unterabschnitt,17.75,1,0,256.58,34,H2,de
11.12 Subsection,16.61,0,0,592.63,9,H2,en
13.3.12 Sección anidada,15.96,0,1,418.56,26,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.99,0,1,218.4,11,Other,fr
17.4 Subsection,15.53,0,1,104.29,19,H2,en
18. Major Section,20,1,0,165.87,18,H1,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.85,0,0,75.28,40,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.71,1,1,67.9,28,Other,de
अध्याय 18: किसी विषय का परिचय,23.25,1,0,114.93,9,Title,hi
4.12.2 Verschachtelter Abschnitt,13.99,1,1,623.38,10,H3,de
This is an example sentence in English about a certain topic.,10.41,0,0,215.59,31,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.97,1,1,424.89,34,Other,es
This is an example sentence in English about a certain topic.,12.82,0,0,556.28,35,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.16,0,0,325.84,31,Other,de
Capítulo 8: Introducción a algo,23.95,1,0,540.48,22,Title,es
Esta es una frase de ejemplo en español sobre un tema determinado.,10.79,0,0,463.6,24,Other,es
12. Section principale,16.97,1,1,592.23,5,H1,fr
This is an example sentence in English about a certain topic.,14,0,0,206.45,18,Other,en
16.1 Unterabschnitt,15.63,1,0,302.46,33,H2,de
1.7.12 नेस्टेड अनुभाग,12.33,0,0,627.52,8,H3,hi
6.5 Sous-section,15.09,0,0,280.62,24,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.3,1,0,788.3,35,Other,de
1. Major Section,16.69,0,0,306.89,30,H1,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.76,0,1,192.11,4,Other,hi
18.6 Unterabschnitt,17.17,0,0,615.99,2,H2,de
19.7 Sous-section,17.72,0,1,537.86,23,H2,fr
10. Major Section,17.81,0,0,137.85,12,H1,en
3.6 Subsección,14.4,1,1,314.67,2,H2,es
2.2 Sous-section,17.27,0,0,256.55,11,H2,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.87,0,0,176.44,13,Other,es
18.3.3 Sección anidada,12.73,1,0,254.17,32,H3,es
14. Major Section,18.84,1,1,142.71,21,H1,en
15.2.6 Sección anidada,14.18,1,0,270.51,2,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.39,0,1,739.84,2,Other,fr
17.5 Sous-section,17.94,1,1,600.6,17,H2,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,12.64,1,0,277.28,22,Other,fr
2.7 Unterabschnitt,16.44,0,0,66.97,11,H2,de
This is an example sentence in English about a certain topic.,13.82,0,0,757.01,22,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.28,0,1,279.39,32,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11,0,0,735.73,4,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.28,0,1,515.09,22,Other,de
This is an example sentence in English about a certain topic.,10.98,0,0,501.27,23,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.79,0,0,337.91,8,Other,es
18.9 Subsección,14.17,0,0,341.1,39,H2,es
Chapitre 3 : Introduction à quelque chose,24.85,1,1,82.36,32,Title,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.88,0,1,354.5,16,Other,hi
13.6 Unterabschnitt,14.47,1,0,381.92,39,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.01,0,0,351.32,2,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,13.79,1,1,154.1,33,Other,fr
7.15.12 Verschachtelter Abschnitt,12.5,0,0,168.85,8,H3,de
19. Section principale,17.56,0,0,150.86,1,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.15,0,1,356.4,30,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.11,0,0,188.63,16,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.26,0,0,155.56,9,Other,es
14.2 Subsection,17.57,0,0,171.63,24,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.68,0,0,210.66,20,Other,es
15.11.4 Section imbriquée,15.13,1,1,136.76,29,H3,fr
5. Hauptabschnitt,16.44,1,0,246.44,23,H1,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.26,0,0,457.53,5,Other,de
11.5 Subsection,17.29,1,1,589.41,18,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.63,1,0,437.38,3,Other,es
8.14 Subsection,14.48,1,1,405.41,40,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.49,1,0,692.06,4,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.93,0,0,755.2,30,Other,fr
13. Section principale,16.72,1,0,745.13,28,H1,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.75,1,0,144.36,18,Other,de
4. मुख्य अनुभाग,19.95,1,0,416.71,9,H1,hi
6.8.5 Nested Section,14.65,0,0,123.44,30,H3,en
15.2 Unterabschnitt,15.17,0,0,633.49,39,H2,de
This is an example sentence in English about a certain topic.,11.11,0,1,68.13,5,Other,en
11.7.3 Verschachtelter Abschnitt,15.58,1,1,785.92,5,H3,de
3.12 Sous-section,14.59,0,0,422.42,12,H2,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.86,0,0,650.8,10,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.25,0,0,714.22,40,Other,de
18.8 Subsection,14.12,0,0,99.07,29,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.85,0,0,784.51,28,Other,es
6.2.1 Verschachtelter Abschnitt,12.41,0,1,651.84,40,H3,de
7. Section principale,17.85,0,0,560.41,39,H1,fr
10.2 उप अनुभाग,14.25,0,0,351.55,38,H2,hi
This is an example sentence in English about a certain topic.,12.88,0,0,120.9,12,Other,en
16. मुख्य अनुभाग,16.65,1,1,604.44,35,H1,hi
This is an example sentence in English about a certain topic.,13.48,0,0,96.06,2,Other,en
10. मुख्य अनुभाग,18.38,0,0,580.67,8,H1,hi
This is an example sentence in English about a certain topic.,10.28,0,0,228.51,13,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.06,1,0,504.19,33,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.34,0,1,61.58,19,Other,de
4. Hauptabschnitt,19.32,1,0,174.93,28,H1,de
3. मुख्य अनुभाग,19.89,1,0,755.08,24,H1,hi
9.4.11 Sección anidada,15.66,0,0,186.6,7,H3,es
3.7 Unterabschnitt,16.81,1,1,687.31,25,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.04,1,0,335.98,26,Other,fr
15.13 Unterabschnitt,16.45,1,0,158.78,18,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.9,0,1,183.27,27,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.82,0,0,330.56,16,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.14,1,0,594.97,38,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.16,0,1,287.52,7,Other,hi
8.1 उप अनुभाग,17.99,0,0,540.07,2,H2,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.12,0,0,361.99,16,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.69,1,1,267.87,12,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.03,0,0,751.99,13,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.08,0,0,788.18,24,Other,es
Chapter 17: Introduction to Something,24.06,1,0,600.74,1,Title,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.03,0,0,634.93,17,Other,hi
16.14 Subsección,17.58,0,0,354.44,11,H2,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.2,0,1,445.8,20,Other,es
19. मुख्य अनुभाग,19.31,1,1,293.86,0,H1,hi
3. Section principale,17.26,1,1,93.18,11,H1,fr
13.15 Subsección,14.05,0,0,128.92,31,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.03,0,0,271,40,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.67,0,0,721.96,7,Other,fr
19.5.7 Verschachtelter Abschnitt,15.47,0,0,374.07,20,H3,de
19.4.5 नेस्टेड अनुभाग,13.44,0,1,716.37,39,H3,hi
12.13 Unterabschnitt,17.85,1,1,170.43,17,H2,de
6.15 Subsección,14.26,0,0,319.51,34,H2,es
7.10 Unterabschnitt,15.59,1,0,415.47,14,H2,de
9.14 Subsection,15.44,1,0,163.83,12,H2,en
5. Section principale,18.25,0,0,713.31,27,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.99,1,0,188.86,37,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.8,1,0,604.6,21,Other,hi
6. मुख्य अनुभाग,17.98,1,1,463.16,12,H1,hi
19.3.4 Section imbriquée,13.13,0,1,278.21,23,H3,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,13.04,1,0,631.59,32,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.06,0,1,627.5,7,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.17,0,0,608.5,23,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.38,0,0,524.62,22,Other,es
Kapitel 8: Einführung in etwas,21.54,1,0,700.43,4,Title,de
This is an example sentence in English about a certain topic.,10.92,0,0,364.59,2,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,10.15,0,1,782,38,Other,fr
10.4.5 Section imbriquée,15.48,0,1,255.33,36,H3,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.67,0,0,189.74,18,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.27,1,1,56.11,32,Other,hi
This is an example sentence in English about a certain topic.,11.35,1,0,50.05,23,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.81,0,0,588.71,28,Other,hi
16. Section principale,19.65,0,0,131.44,25,H1,fr
7.7.9 Nested Section,15.23,0,1,565.05,19,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.42,1,1,348.34,35,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.94,0,0,218.09,34,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.87,0,0,290.07,27,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.19,0,1,687.03,1,Other,fr
16.15 उप अनुभाग,14.51,0,0,531.63,11,H2,hi
7.3 Unterabschnitt,17.09,0,0,746.96,8,H2,de
15.8.8 नेस्टेड अनुभाग,14.25,1,1,722.08,10,H3,hi
11.7 Sous-section,16.14,0,0,226,28,H2,fr
12.14 उप अनुभाग,14.59,1,0,374.53,16,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.88,1,0,759.88,17,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.4,0,0,343.16,37,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.12,0,0,256.6,23,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,11.11,1,1,292.91,21,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.49,0,1,721.52,10,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.85,1,0,215.27,20,Other,hi
17.10 Unterabschnitt,17.58,0,1,419.12,1,H2,de
